Username,Handle,Timestamp,Text,Comments,Likes,Retweets
Tim King,@hellotimking,2020-10-04T22:41:25.000Z,"Welcome to the #Note Taking Apocalypse 

In a sea of apps, what matters most when taking notes?

If you’re like me then you’ll have found yourself often standing at the | Read More... https://hellotimking.com/2018/06/welcome-to-the-note-taking-apocalypse/?utm_source=ReviveOldPost&utm_medium=social&utm_campaign=ReviveOldPost… #dokuwiki #notetaking #notetaking #onenote #wardcunninghamWelcome to the Note Taking Apocalypse | hellotimking
If you’re like me then you’ll have found yourself often standing at the front door of your app store staring at the sheer wall of note taking applications that are available at the moment.
hellotimking.com",,,
QOwnNotes,@QOwnNotes,2020-10-02T09:17:37.000Z,"New release of QOwnNotes: v20.10.1 https://ift.tt/2uM1eGs #notetaking #NextcloudQOwnNotes Changelog
Open source markdown note taking for Linux, Mac OS X and Windows, that works together with Nextcloud Notes
qownnotes.org",,,2
UniVerif,@UniVerif,2020-10-02T02:49:00.000Z,"Use the power of Sketchnoting in Learning and Teaching

via 
@langwitches
#sketchnoting #doodling #selfreflection #notetaking #learning #teaching #ideation #memoryaid #storytelling #mindmapping #students #teachers #educators #learningtool #reflection #specialneeds",1,,
russell+hazel,@russellandhazel,2020-10-02T01:08:04.000Z,"Exciting things are coming...sign up through the link below so you're in the know when our new items arrive.
+
https://bit.ly/3nd29Ii
+
+
#newarrivials #planners #notetaking #goldfoil #threeringbinders #russellandhazel",,,1
Mae Mercado,@mae_mercado30,2020-10-01T21:15:53.000Z,"Attended a seminar on Maintaining Writing Momentum and my notes look pretty.

Biggest takeaway: your writing time is sacred.

#brushpencalligraphy #notetaking",1,1,11
SyntaxError,@DataAugmented,2020-10-01T20:42:27.000Z,"Linux Mint is Working on a New Sticky Notes App http://feedproxy.google.com/~r/d0od/~3/zBECvQb2Prg/linux-mint-new-sticky-notes-app… #notetaking #LinuxMint #News #DevLinux Mint is Working on Sticky Notes App
Linux Mint is working on a new sticky notes app. It lets users put Post It style notes on their desktop to show reminders, to-dos, and other tasks or notes.
omgubuntu.co.uk",,,
Tim King,@hellotimking,2020-10-01T14:45:42.000Z,"Bear – A Three Year Journey 

A story of #note taking, enabling tech, and me

Note taking is an incredibly personal thing. Some | Read More... https://hellotimking.com/2020/05/bear-a-three-year-journey/?utm_source=ReviveOldPost&utm_medium=social&utm_campaign=ReviveOldPost… #bearapp #digitalwriting #journal #journalling #notetaking #notetaking #onlinepublishing #wikiBear – A Three Year Journey | hellotimking
Note taking is an incredibly personal thing. Some like paper, others record their voice, and then there are those brave souls who wade into the hundreds of applications available that strive to be...
hellotimking.com",1,,
Citavi,@citavi,2020-10-01T13:02:08.000Z,"Citavi wants to know: how do you take notes in your in-person and online classes?
#AcademicTwitter #NotetakingBy hand on paper
23.3%
Digitally
18.6%
A combination of both
58.1%
43 votes · Final results",2,2,2
Productivity Matters,@ProdMatters,2020-10-01T10:00:39.000Z,"As an Evernote user since 2011, I’m not convinced it’s still the right tool for me? Listen as I compare it with Apple Notes.
https://buff.ly/33cm8yQ
#podcast #podcasting #podcaster #evernote #applenotes #productivity #productivitymatters #notetaking #content #audio #PodernFamily",,2,
karthikk vijay,@dr_kvj,2020-10-01T06:23:53.000Z,"Finally ! It’s time people , we get to help push 
@codexeditor
 beta out #roamcult #toolsforthought #notetakingQuote Tweet
Codex
@codexeditor
 · Oct 1
If you would like to support my work on Codex you can now do so through Patreon!

Any amount you can spare will go toward helping me work on Codex fulltime and for covering cloud fees for the beta.

https://patreon.com/codexeditor",,1,6
Daniel Tovisi,@tovissy,2020-09-29T15:03:08.000Z,"After quite a few #SecondBrain(s) now we have a #SecondMind as well. No, it's not about #PKM or even #notetaking: Cambridge based @PROWLER_IO was rebranded as 
@secondmindAI
 & 
@secondmindLabs
 https://secondmind.ai/news/secondmind-closes-the-gap-between-people-and-ai/… #decisionmaking #AI #intelligence #amplificationSecondmind closes the gap between people and AI
Secondmind debuted today as the decisions company, with the mission of empowering people in business to make better decisions. Backed by more than four years of practical, award-winning artificial...
secondmind.ai",,1,
sadagus,@sadagusphoto,2020-09-29T04:55:37.000Z,"Doooh... khoq mahal ya...?
.
Menurut elo gimana?
.
#ipad #apple #product #exclusive #mahal #gadget #tablet #technology #notetaking",,,
Mrs. McNeff 4,@KhalanMcneff,2020-09-28T20:20:47.000Z,"I love technology - but there is just something about a student using their well written notes to help them with their homework. 
#Responsibility #NoteTaking #Organization",1,1,19
Productivity Matters,@ProdMatters,2020-09-28T19:00:43.000Z,"As an Evernote user since 2011, I’m not convinced it’s still the right tool for me? Listen as I compare it with Apple Notes.
https://buff.ly/3mX6WOf
#podcast #podcasting #podcaster #evernote #applenotes #productivity #productivitymatters #notetaking #content #audio #PodernFamily",,,1
MyScript Nebo,@MyScriptApps,2020-09-28T14:02:12.000Z," Only 2 days until the end of our #promotion! Power up your note-taking with 50% off 
Download #NeboApp now 
 https://bit.ly/NeboAppleStore 

 #iOS #iPadOS #ProductivityApp #NoteTaking",,1,3
Alex Ball,@AlexBall12,2020-09-28T13:41:50.000Z,"I need a lesson in effective note taking. During times of all virtual meetings, I struggle at taking notes and follow up items.

#notetaking #wfh",2,,1
"Pedro Sanchez, Jr.",@psanchez,2020-09-28T13:02:37.000Z,"The very essence of leadership is that you have to have vision. You can't blow an uncertain trumpet. ~Theodore M. Hesburgh
#leadership #essence #havevision #visions #goals #planning #notetaking #planners #planitout #novision #nosuccess #learnlivelead",,,
Tim King,@hellotimking,2020-09-28T11:41:14.000Z,"Bear – A Three Year Journey 

A story of #note taking, enabling tech, and me

Note taking is an incredibly personal thing. Some | Read More... https://hellotimking.com/2020/05/bear-a-three-year-journey/?utm_source=ReviveOldPost&utm_medium=social&utm_campaign=ReviveOldPost… #bearapp #digitalwriting #journal #journalling #notetaking #notetaking #onlinepublishing #wikiBear – A Three Year Journey | hellotimking
Note taking is an incredibly personal thing. Some like paper, others record their voice, and then there are those brave souls who wade into the hundreds of applications available that strive to be...
hellotimking.com",,,
Language on the Move,@Lg_on_the_Move,2020-09-28T01:21:02.000Z,"Secret #7: #Reading for #writing requires its own strategies!

Reading and #notetaking strategies for assignment writing are explained in this 35-min video: https://youtu.be/8wPWSoCVuzo",1,1,2
Tim King,@hellotimking,2020-09-25T23:41:29.000Z,"Bear – A Three Year Journey 

A story of #note taking, enabling tech, and me

Note taking is an incredibly personal thing. Some | Read More... https://hellotimking.com/2020/05/bear-a-three-year-journey/?utm_source=ReviveOldPost&utm_medium=social&utm_campaign=ReviveOldPost… #bearapp #digitalwriting #journal #journalling #notetaking #notetaking #onlinepublishing #wikiBear – A Three Year Journey | hellotimking
Note taking is an incredibly personal thing. Some like paper, others record their voice, and then there are those brave souls who wade into the hundreds of applications available that strive to be...
hellotimking.com",,,
russell+hazel,@russellandhazel,2020-09-25T22:02:04.000Z,"This weekend these featured items are 25% off. 
+
https://bit.ly/309uLs8
https://bit.ly/2YJDxvv
https://bit.ly/3cxFrWx
https://bit.ly/3hZKb8p
https://bit.ly/2FUdWuC
https://bit.ly/3dgooYJ
+
#weekendsale #hybridliving #notetaking #worklife #homelife #russellandhazel",,,
"Ed Benjamin, Writer",@colbenjamin,2020-09-25T19:07:43.000Z,"LARGE COLLEGE RULED NOTEBOOK: Blank Line College Ruled Notebook and Journal 8.5' x 11   Ideal for #students, #notetaking, #journal, #diary. From Bulverde Books (
@BulverdeB
).LARGE COLLEGE RULED NOTEBOOK: Blank Line College Ruled Notebook and Journal 8.5' x 11""
LARGE COLLEGE RULED NOTEBOOK: Blank Line College Ruled Notebook and Journal 8.5' x 11""
amazon.com",,,
"Ed Benjamin, Writer",@colbenjamin,2020-09-25T18:59:23.000Z,"LARGE COLLEGE RULED NOTEBOOK: Blank Line College Ruled Notebook and Journal 8.5' x 11 from Bulverde Books (
@BulverdeB
) Ideal for #students, #notetaking, #journal, #diaryLARGE COLLEGE RULED NOTEBOOK: Blank Line College Ruled Notebook and Journal 8.5' x 11""
LARGE COLLEGE RULED NOTEBOOK: Blank Line College Ruled Notebook and Journal 8.5' x 11""
amazon.com",,,
SwellingPkoofis,@SwellingPkoofis,2020-09-25T14:37:36.000Z,"@matthewmercer
 @ItsDaniCarr
 @CriticalRole
 @Marisha_Ray
 soooo....#Notetaking class for #Dnd when?",,,
SchoolRubric,@schoolrubric,2020-09-25T13:02:56.000Z,"The Staffroom Podcast with Chey and Pav Episode 46: Oh, Sketch Notes!
http://ow.ly/bFDg50BhxZc

#schoolrubric #notetaking #sketchnotes #teaching #thestaffroompodcast via 
@StaffPodcast
 @schoolrubric",,,
Hub Resource,@hub_resource,2020-09-25T07:35:17.000Z,#VisualNoteTaking #HowToTakeNotes  #NoteTaking,,1,1
QOwnNotes,@QOwnNotes,2020-09-25T07:17:21.000Z,"New release of QOwnNotes: v20.9.11 https://ift.tt/2uM1eGs #notetaking #NextcloudQOwnNotes Changelog
Open source markdown note taking for Linux, Mac OS X and Windows, that works together with Nextcloud Notes
qownnotes.org",,,5
Rebecca Chapman,@MsBeccaChapman,2020-09-25T05:46:00.000Z,"Referencing is now super quick and easy! #Referencing #GoogleChrome #Extensions #CiteThisForMe #CiteMaker #NoteTaking #Education #Research #AssistiveTechnology #DigitalLearningTools https://youtu.be/yR9a-J2DZ5A via 
@YouTubeMake referencing easy with CiteMaker & Cite This For Me
Referencing is easy as a copy and paste!
youtube.com",,,1
XMind,@xmind,2020-09-25T03:10:50.000Z,"What is good meeting minutes? 
How to take good meeting minutes? 
Take impressive meeting minutes with XMind easily! 
Also joined with the latest product http://XMind.works.
Click https://bit.ly/3mRLdao for easy meeting minutes.
#XMind #meeting #Notes #NoteTaking",,1,
QOwnNotes,@QOwnNotes,2020-09-23T17:17:18.000Z,"New release of QOwnNotes: v20.9.10 https://ift.tt/2uM1eGs #notetaking #NextcloudQOwnNotes Changelog
Open source markdown note taking for Linux, Mac OS X and Windows, that works together with Nextcloud Notes
qownnotes.org",,1,2
Metapsych,@metapsych_sa,2020-09-23T16:16:52.000Z,Adding visual elements to your notes  #AcademicCoaching #NoteTaking https://instagram.com/p/CFfEV2IpbS2/?igshid=oj27y12u4tnc…,,,
Kim Pinto,@pintodinerkids,2020-09-23T14:54:55.000Z,"Sharing notes in a @socialdistancing way is tricky, but the #pintodinerkids have mastered it!  
@hybridlearning
 @tsctechdept
 @14cfraley
 #notetaking #PBL #sharing #research #isonecommunitybetterthananotherone",,1,7
Paperlike,@paperlike,2020-09-23T07:00:13.000Z,"What app do you use for notetaking on the iPad? We did our homework to find the best #digital #notetaking app. Check out out our blog 12 Best Note-Taking Apps for iPad [College Edition] 
@GoodNotes
 @Notability@onenote 
@Apple
 @Evernote
 @Post-it12 Best Note-Taking Apps for iPad [College Edition]
*A previous version of this article claimed that there were leadership problems at Evernote. We've updated this to say
paperlike.com",3,2,8
Sarayuth Kunlong,@SarayuthKunlong,2020-09-23T01:33:09.000Z,"https://facebook.com/photo?fbid=3274498725961304&set=a.102729786471563…
#แอพดีที่สุดปี2020
#BestApp2020

มี GoogleKeep ที่ฟรีติดอันดับหนึ่งในประเภท #NoteTaking ไปอ่านดูครับ
The Top Productivity Apps & Tools for 2020The Top Productivity Apps & Tools for 2020 - Blog - Shift
A new year always seems to wipe the slate clean. Here’s our roundup of the top productivity apps for 2020 to help get you started....
tryshift.com",,,
Joost Plattel,@jplattel,2020-09-22T21:18:42.000Z,"Figured out a way of getting generative art in my daily journaling, it's using the input of the day as seeds for random stuff and appends it to the Obsidian daily log.. 

Adding some personal flair to the journaling :)

#obsidian #notetaking #journaling",2,2,2
Plexie,@plexie,2020-09-22T20:31:08.000Z,"Don't have a printer so you can't print your Cornell Notes sheets? Plexie makes it easy to take Cornell Notes without having to print.

Use our free template and sign up below

https://plexie.com/teachers-and-students/…

#Plexie #edtech #notetaking #studying #cornellnotes",,,1
UMAcademicSupport,@UMAcademicSupp,2020-09-22T19:55:13.000Z,This week’s workshop is on Note Taking Strategies! Join us on zoom this Friday (the 25th) at 11 a.m. (details on the flier). #AcademicSupport #CSSFYE #StudentSuccess #Notetaking,,7,11
Paolo Volterra,@ghibbli,2020-09-22T18:31:44.000Z,"#visual notes exist to visualize, clarify, and organize information so that the information remains memorable and compelling. 
visual notes are a no-brainer
Visuals are human language
#notetaking",,,
"Ed Benjamin, Writer",@colbenjamin,2020-09-22T17:05:16.000Z,"LARGE COLLEGE RULED NOTEBOOK: Blank Line College Ruled Notebook and Journal 8.5' x 11 from Bulverde Books (
@BulverdeB
) Ideal for #students, #notetaking, #journal, #diaryLARGE COLLEGE RULED NOTEBOOK: Blank Line College Ruled Notebook and Journal 8.5' x 11""
LARGE COLLEGE RULED NOTEBOOK: Blank Line College Ruled Notebook and Journal 8.5' x 11""
amazon.com",,,
QOwnNotes,@QOwnNotes,2020-09-22T16:30:53.000Z,"New release of QOwnNotes: v20.9.9 https://ift.tt/2uM1eGs #notetaking #NextcloudQOwnNotes Changelog
Open source markdown note taking for Linux, Mac OS X and Windows, that works together with Nextcloud Notes
qownnotes.org",,1,3
Plexie,@plexie,2020-09-22T15:37:29.000Z,"Does a specific note taking style work best for you or your class? Plexie has you covered with our easy to use note taking templates.

Students and teachers can sign up for free here 
https://plexie.com/teachers-and-students/…

#Plexie #edtech #notetaking #distancelearning",,1,2
